id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,14346,0,29,134,165,87.5,137.5,0.9971870183944702,0.9891906976699829,0,0,800,800
1,5688,694,596,97,100,762.5,662.5,0.9938075542449951,0.9796450734138489,0,0,800,800
2,3969,373,294,72,70,387.5,337.5,0.9924604296684265,0.9862362146377563,0,0,800,800
3,7066,117,718,123,81,137.5,737.5,0.9919947385787964,0.9782943725585938,0,0,800,800
4,19159,238,432,250,147,337.5,512.5,0.9916168451309204,0.9805137515068054,0,0,800,800
5,31021,561,25,238,217,612.5,137.5,0.9879131317138672,0.9746690392494202,0,0,800,800
6,3094,160,56,79,54,162.5,87.5,0.9871405959129333,0.9833226203918457,0,0,800,800
7,9618,391,148,122,122,487.5,212.5,0.9867944121360779,0.9833969473838806,0,0,800,800
8,1959,24,210,53,41,37.5,212.5,0.9840091466903687,0.9852941036224365,0,0,800,800
9,7733,513,395,114,125,537.5,462.5,0.9832505583763123,0.9791319966316223,0,0,800,800
10,3031,490,88,65,71,512.5,137.5,0.9794893264770508,0.9875450730323792,0,0,800,800
11,5790,0,737,117,62,62.5,762.5,0.977879524230957,0.9808448553085327,0,0,800,800
12,1736,449,278,48,50,487.5,312.5,0.9760468602180481,0.9789053797721863,0,0,800,800
13,694,160,0,57,16,187.5,12.5,0.9759039282798767,0.9885550737380981,0,0,800,800
14,959,615,766,46,33,637.5,787.5,0.9759016633033752,0.9793601632118225,0,0,800,800
15,2498,0,567,34,95,12.5,637.5,0.9756025075912476,0.9868525862693787,0,0,800,800
16,3491,86,615,66,80,112.5,662.5,0.973820686340332,0.9779224395751953,0,0,800,800
17,3876,160,0,79,110,162.5,87.5,0.9729676246643066,0.9826086759567261,0,0,800,800
18,928,743,489,29,44,762.5,512.5,0.9697049260139465,0.9903433322906494,0,0,800,800
19,4349,449,278,54,121,462.5,362.5,0.9692455530166626,0.9766015410423279,0,0,800,800
20,1113,696,421,67,26,737.5,437.5,0.967194139957428,0.9770520925521851,0,0,800,800
21,551,618,0,47,12,662.5,12.5,0.9670583009719849,0.9873873591423035,0,0,800,800
22,588,331,261,29,24,337.5,262.5,0.9640957713127136,0.9731993079185486,0,0,800,800
23,1928,111,56,45,59,137.5,112.5,0.962973952293396,0.9739530086517334,0,0,800,800
24,2069,0,461,48,51,37.5,487.5,0.9624327421188354,0.9680495858192444,0,0,800,800
25,1085,315,722,57,39,337.5,737.5,0.9620158672332764,0.9763851165771484,0,0,800,800
26,632,246,83,45,20,262.5,87.5,0.9597527980804443,0.9827855825424194,0,0,800,800
27,1595,739,110,41,61,762.5,137.5,0.9566264152526855,0.9715522527694702,0,0,800,800
28,1538,497,769,66,30,537.5,787.5,0.9539346098899841,0.9813385009765625,0,0,800,800
29,15390,450,235,236,163,537.5,312.5,0.953777551651001,0.963325023651123,0,0,800,800
30,687,776,627,23,40,787.5,662.5,0.9534269571304321,0.977011501789093,0,0,800,800
31,420,104,0,23,34,112.5,12.5,0.9529029130935669,0.9765258431434631,0,0,800,800
32,540,291,505,23,33,312.5,512.5,0.9520571827888489,0.9657039642333984,0,0,800,800
33,218,786,0,13,20,787.5,12.5,0.9494510293006897,0.9954338073730469,0,0,800,800
34,292,560,611,21,18,562.5,612.5,0.9492530226707458,0.9698996543884277,0,0,800,800
35,463,774,557,25,27,787.5,562.5,0.9477700591087341,0.9849137663841248,0,0,800,800
36,2009,117,718,62,43,162.5,737.5,0.9469919204711914,0.9646365642547607,0,0,800,800
37,652,0,184,48,19,37.5,187.5,0.9464152455329895,0.9682779312133789,0,0,800,800
38,148,212,133,11,14,212.5,137.5,0.9461477994918823,0.9736841917037964,0,0,800,800
39,316,428,629,20,19,437.5,637.5,0.9460561275482178,0.9750778675079346,0,0,800,800
40,524,275,635,30,26,287.5,637.5,0.9447745084762573,0.9792060256004333,0,0,800,800
41,324,102,146,18,21,112.5,162.5,0.9446777701377869,0.9784615635871887,0,0,800,800
42,245,278,551,15,23,287.5,562.5,0.9446744918823242,0.9838056564331055,0,0,800,800
43,549,223,365,38,31,237.5,387.5,0.9445781707763672,0.957446813583374,0,0,800,800
44,246,222,381,22,16,237.5,387.5,0.9441359043121338,0.9799196720123291,0,0,800,800
45,236,147,608,17,16,162.5,612.5,0.9441163539886475,0.9915966391563416,0,0,800,800
46,710,152,180,23,59,162.5,187.5,0.9438682794570923,0.9642857313156128,0,0,800,800
47,3178,655,560,105,55,737.5,587.5,0.9436796307563782,0.9699317812919617,0,0,800,800
48,1627,655,561,72,54,712.5,587.5,0.943536102771759,0.961077868938446,0,0,800,800
49,3399,480,0,91,43,487.5,37.5,0.9433963298797607,0.9700755476951599,0,0,800,800
50,168,36,327,13,13,37.5,337.5,0.9427341222763062,0.9940828680992126,0,0,800,800
51,567,135,498,24,35,137.5,512.5,0.9425977468490601,0.9841827750205994,0,0,800,800
52,72,133,183,8,8,137.5,187.5,0.9425437450408936,1.0,0,0,800,800
53,417,327,629,22,35,337.5,637.5,0.9423962831497192,0.9714285731315613,0,0,800,800
54,2061,86,615,66,40,137.5,637.5,0.941288411617279,0.9651551246643066,0,0,800,800
55,299,153,21,18,21,162.5,37.5,0.9412003755569458,0.996666669845581,0,0,800,800
56,254,202,405,16,23,212.5,412.5,0.9407860636711121,0.984375,0,0,800,800
57,97,435,8,9,11,437.5,12.5,0.9399135112762451,0.9897959232330322,0,0,800,800
58,453,400,564,25,32,412.5,587.5,0.9394658803939819,0.9674620628356934,0,0,800,800
59,125,603,561,12,12,612.5,562.5,0.9389235973358154,0.9682539701461792,0,0,800,800
60,111,330,11,11,11,337.5,12.5,0.938628077507019,0.9909909963607788,0,0,800,800
61,224,155,564,15,19,162.5,562.5,0.9384744763374329,0.9734513163566589,0,0,800,800
62,441,758,712,25,34,762.5,712.5,0.9379919767379761,0.9909502267837524,0,0,800,800
63,900,37,737,52,34,62.5,762.5,0.9379714131355286,0.9640522599220276,0,0,800,800
64,248,447,27,18,17,462.5,37.5,0.9378025531768799,0.9919999837875366,0,0,800,800
65,301,699,264,20,21,712.5,262.5,0.9374979138374329,0.9641693830490112,0,0,800,800
66,2592,586,304,101,62,612.5,312.5,0.9371752142906189,0.9647459983825684,0,0,800,800
67,138,428,111,17,9,437.5,112.5,0.9367504715919495,0.9716312289237976,0,0,800,800
68,106,352,234,14,7,362.5,237.5,0.936594545841217,1.0,0,0,800,800
69,120,305,382,9,14,312.5,387.5,0.9359655380249023,0.9669421315193176,0,0,800,800
