id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,13360,676,509,123,183,762.5,687.5,1.0039011240005493,0.9858841300010681,0,0,800,800
1,54235,0,0,360,318,112.5,37.5,0.9854152798652649,0.9570505619049072,0,0,800,800
2,2749,330,290,58,56,337.5,337.5,0.982448160648346,0.9748291969299316,0,0,800,800
3,39638,88,315,268,308,212.5,412.5,0.9814362525939941,0.9726146459579468,0,0,800,800
4,2946,544,750,105,49,612.5,762.5,0.9813980460166931,0.9774941205978394,0,0,800,800
5,1270,60,772,68,27,87.5,787.5,0.9802125096321106,0.9890367984771729,0,0,800,800
6,3040,0,500,26,154,12.5,637.5,0.9802106618881226,0.9730344414710999,0,0,800,800
7,7010,0,0,99,126,12.5,12.5,0.9780397415161133,0.9875301122665405,0,0,800,800
8,2111,42,413,74,42,87.5,412.5,0.977021336555481,0.9830827116966248,0,0,800,800
9,2948,209,617,65,65,262.5,662.5,0.9761624932289124,0.9811954498291016,0,0,800,800
10,2973,544,750,245,49,612.5,787.5,0.9755277037620544,0.9692866802215576,0,0,800,800
11,12483,316,624,171,175,462.5,762.5,0.9729355573654175,0.9703400135040283,0,0,800,800
12,930,0,74,32,53,12.5,87.5,0.9728285670280457,0.9672304391860962,0,0,800,800
13,5261,0,729,100,70,37.5,762.5,0.9699094295501709,0.9696117043495178,0,0,800,800
14,1782,454,0,37,64,487.5,37.5,0.9688335657119751,0.9727323055267334,0,0,800,800
15,4895,227,722,87,77,262.5,787.5,0.9665107131004333,0.9765845537185669,0,0,800,800
16,1947,638,141,71,43,662.5,162.5,0.9661872982978821,0.9751394987106323,0,0,800,800
17,1308,719,777,80,22,762.5,787.5,0.9653753638267517,0.9803921580314636,0,0,800,800
18,822,453,676,48,31,462.5,687.5,0.9647559523582458,0.9843184351921082,0,0,800,800
19,5180,522,0,127,73,562.5,37.5,0.963164746761322,0.9623777270317078,0,0,800,800
20,1833,0,772,128,27,87.5,787.5,0.9614201784133911,0.9746630787849426,0,0,800,800
21,3615,291,288,98,58,362.5,312.5,0.9601060152053833,0.9682238101959229,0,0,800,800
22,775,747,412,41,32,762.5,437.5,0.9599896669387817,0.9796178340911865,0,0,800,800
23,8259,316,624,140,97,362.5,712.5,0.9595491290092468,0.9765409827232361,0,0,800,800
24,436,115,293,22,22,137.5,312.5,0.9590597152709961,0.9863636493682861,0,0,800,800
25,422,763,483,26,20,787.5,487.5,0.9589778184890747,0.98591548204422,0,0,800,800
26,28405,88,443,268,180,262.5,462.5,0.9589096903800964,0.9704452157020569,0,0,800,800
27,4368,0,10,74,77,12.5,62.5,0.9588139057159424,0.9713253378868103,0,0,800,800
28,577,609,678,21,36,612.5,687.5,0.9576393961906433,0.977624773979187,0,0,800,800
29,3945,675,624,98,68,762.5,662.5,0.9551711678504944,0.971293032169342,0,0,800,800
30,728,9,654,35,42,12.5,662.5,0.9542560577392578,0.9756757020950317,0,0,800,800
31,367,529,554,20,29,537.5,562.5,0.9537675976753235,0.9810810685157776,0,0,800,800
32,1031,693,749,58,32,712.5,762.5,0.9522563219070435,0.9789674878120422,0,0,800,800
33,7723,455,0,195,111,562.5,12.5,0.9522016048431396,0.9504788517951965,0,0,800,800
34,544,0,628,24,26,12.5,637.5,0.9511680006980896,0.9781022071838379,0,0,800,800
35,255,652,521,17,17,662.5,537.5,0.9501739740371704,0.9764705896377563,0,0,800,800
36,23702,335,394,272,201,562.5,512.5,0.9500299692153931,0.9677754044532776,0,0,800,800
37,749,291,288,35,45,312.5,312.5,0.9499847292900085,0.9722589254379272,0,0,800,800
38,445,630,427,23,30,637.5,437.5,0.9492901563644409,0.9888641238212585,0,0,800,800
39,228,255,98,16,15,262.5,112.5,0.9484478235244751,0.9700854420661926,0,0,800,800
40,6953,454,0,195,66,462.5,37.5,0.9469864368438721,0.957587718963623,0,0,800,800
41,1299,247,675,49,39,262.5,687.5,0.9454203248023987,0.9660889506340027,0,0,800,800
42,160,502,727,14,13,512.5,737.5,0.9435546398162842,1.0,0,0,800,800
43,740,489,85,33,30,512.5,87.5,0.943281352519989,0.9708608984947205,0,0,800,800
44,836,15,522,29,37,37.5,537.5,0.9411534070968628,0.9750889539718628,0,0,800,800
45,12890,335,509,195,86,512.5,537.5,0.9406062960624695,0.9654567837715149,0,0,800,800
46,9371,469,394,138,128,537.5,462.5,0.9399747252464294,0.9604714512825012,0,0,800,800
47,371,32,372,30,14,37.5,387.5,0.9391242265701294,0.9893048405647278,0,0,800,800
48,244,736,712,18,16,737.5,712.5,0.9382909536361694,0.9918367266654968,0,0,800,800
49,1552,517,702,75,66,537.5,762.5,0.93805992603302,0.9651678204536438,0,0,800,800
50,132,155,209,11,12,162.5,212.5,0.9371157884597778,0.9924812316894531,0,0,800,800
51,7952,381,157,110,122,487.5,212.5,0.9366779923439026,0.9717822074890137,0,0,800,800
52,454,203,172,45,17,237.5,187.5,0.9362578392028809,0.9826464056968689,0,0,800,800
53,542,0,774,46,25,37.5,787.5,0.9355432391166687,0.9671533107757568,0,0,800,800
54,241,277,139,20,15,287.5,137.5,0.9354333877563477,0.9755101799964905,0,0,800,800
55,1740,244,0,56,50,287.5,12.5,0.9353917837142944,0.9671574234962463,0,0,800,800
56,393,180,287,26,21,187.5,287.5,0.9351382851600647,0.984886646270752,0,0,800,800
57,12655,128,624,360,175,487.5,787.5,0.9344944953918457,0.951734185218811,0,0,800,800
58,172,738,327,14,14,737.5,337.5,0.9344083070755005,0.9884393215179443,0,0,800,800
59,455,98,239,24,32,112.5,262.5,0.9341475963592529,0.9591397643089294,0,0,800,800
60,151,89,353,8,18,87.5,362.5,0.933448851108551,0.9675324559211731,0,0,800,800
61,1713,312,713,45,82,337.5,762.5,0.9329566955566406,0.9523268938064575,0,0,800,800
62,1087,518,643,35,62,537.5,662.5,0.9324217438697815,0.9718437790870667,0,0,800,800
63,62537,0,0,362,623,162.5,87.5,0.9312570095062256,0.9513381719589233,0,0,800,800
64,556,740,510,29,27,762.5,512.5,0.9312134385108948,0.9786477088928223,0,0,800,800
65,1132,683,515,32,48,712.5,537.5,0.9304950833320618,0.9618055820465088,0,0,800,800
66,2411,249,168,57,59,262.5,187.5,0.928756594657898,0.9517632722854614,0,0,800,800
67,658,556,628,37,24,587.5,637.5,0.9284124970436096,0.9789156913757324,0,0,800,800
68,22502,77,620,237,179,237.5,712.5,0.9278374910354614,0.9534500241279602,0,0,800,800
69,2763,0,250,66,73,12.5,262.5,0.9268987774848938,0.9579505324363708,0,0,800,800
70,774,615,483,26,45,637.5,487.5,0.9264127016067505,0.9609571695327759,0,0,800,800
71,464,327,0,29,22,337.5,12.5,0.9262905716896057,0.9745222926139832,0,0,800,800
72,10651,160,314,146,133,262.5,412.5,0.9239353537559509,0.9523809552192688,0,0,800,800
73,179,395,127,20,11,412.5,137.5,0.9238015413284302,0.9888888597488403,0,0,800,800
74,297,311,436,16,21,312.5,437.5,0.9234760999679565,0.9765886068344116,0,0,800,800
75,4727,88,444,76,95,137.5,512.5,0.9233036637306213,0.9607965350151062,0,0,800,800
76,6086,522,0,127,111,562.5,87.5,0.9229846000671387,0.9518845081329346,0,0,800,800
77,1362,317,714,39,60,337.5,762.5,0.9221484065055847,0.9508897066116333,0,0,800,800
78,1203,158,164,47,52,187.5,187.5,0.9212153553962708,0.9568052291870117,0,0,800,800
79,531,313,82,45,16,337.5,87.5,0.9207193851470947,0.9703153967857361,0,0,800,800
80,9227,709,509,90,151,762.5,637.5,0.9205725789070129,0.9788898229598999,0,0,800,800
81,414,692,281,26,19,712.5,287.5,0.9195060133934021,0.9550827145576477,0,0,800,800
82,68,111,333,9,8,112.5,337.5,0.9177083969116211,0.9577465057373047,0,0,800,800
83,234,186,202,20,14,187.5,212.5,0.9166906476020813,0.9659574627876282,0,0,800,800
84,200,710,472,17,16,712.5,487.5,0.9165721535682678,0.9607843160629272,0,0,800,800
85,430,305,661,20,40,312.5,687.5,0.915019154548645,0.9839080572128296,0,0,800,800
86,214,484,611,13,20,487.5,612.5,0.9148417711257935,1.0,0,0,800,800
87,6675,536,157,89,117,537.5,187.5,0.9141631722450256,0.9548707604408264,0,0,800,800
88,85,405,155,13,7,412.5,162.5,0.91340172290802,0.9764705896377563,0,0,800,800
89,126,657,610,14,9,662.5,612.5,0.9132440090179443,0.9767441749572754,0,0,800,800
90,136,210,274,12,15,212.5,287.5,0.9110240936279297,0.9781022071838379,0,0,800,800
91,147,587,506,13,13,587.5,512.5,0.9083322286605835,0.9733333587646484,0,0,800,800
