id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,65729,0,0,382,312,62.5,87.5,0.9950587749481201,0.9768409729003906,0,0,800,800
1,14549,671,514,128,188,762.5,637.5,0.9905622005462646,0.9881220459938049,0,0,800,800
2,1606,711,773,88,26,762.5,787.5,0.9900388121604919,0.9772307872772217,0,0,800,800
3,4601,587,0,131,46,612.5,12.5,0.9897421002388,0.980843722820282,0,0,800,800
4,9872,284,241,138,115,337.5,312.5,0.9873930811882019,0.9810221791267395,0,0,800,800
5,66021,0,0,382,507,112.5,62.5,0.98179030418396,0.9813555479049683,0,0,800,800
6,1921,628,143,75,47,637.5,162.5,0.9812878966331482,0.9774011373519897,0,0,800,800
7,66408,496,0,303,332,537.5,187.5,0.9797985553741455,0.958143949508667,0,0,800,800
8,12164,34,391,175,129,112.5,412.5,0.9776185750961304,0.9747708439826965,0,0,800,800
9,9698,334,626,130,119,387.5,637.5,0.9775351285934448,0.9728382229804993,0,0,800,800
10,1605,61,763,71,36,87.5,787.5,0.9775050282478333,0.9851577281951904,0,0,800,800
11,7285,611,261,88,118,612.5,287.5,0.9774896502494812,0.9814890623092651,0,0,800,800
12,4100,394,177,100,114,437.5,212.5,0.9757973551750183,0.9794735312461853,0,0,800,800
13,3142,0,79,70,57,37.5,87.5,0.9736467003822327,0.9879594445228577,0,0,800,800
14,7935,116,393,93,127,137.5,437.5,0.9735134243965149,0.9709135890007019,0,0,800,800
15,4665,587,0,132,170,662.5,12.5,0.9698096513748169,0.9664921760559082,0,0,800,800
16,3197,0,510,30,155,12.5,512.5,0.9684158563613892,0.9704433679580688,0,0,800,800
17,1938,518,627,78,77,537.5,662.5,0.9681941270828247,0.9856630563735962,0,0,800,800
18,1622,593,748,42,51,612.5,787.5,0.9665237665176392,0.9792175889015198,0,0,800,800
19,20027,98,605,224,194,137.5,737.5,0.9650861024856567,0.9509866237640381,0,0,800,800
20,758,748,411,40,32,762.5,437.5,0.9646133780479431,0.9778645634651184,0,0,800,800
21,670,72,731,28,43,87.5,762.5,0.9623348712921143,0.9779086709022522,0,0,800,800
22,22444,141,365,219,236,212.5,537.5,0.9617823362350464,0.9555264115333557,0,0,800,800
