id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,5427,416,0,110,83,437.5,37.5,0.9921842813491821,0.9837532043457031,0,0,800,800
1,3969,406,735,107,64,437.5,762.5,0.9897517561912537,0.9894710183143616,0,0,800,800
2,3495,57,525,55,90,62.5,562.5,0.989349365234375,0.9835693836212158,0,0,800,800
3,1723,0,577,34,59,12.5,587.5,0.9874036312103271,0.9907674789428711,0,0,800,800
4,3346,185,0,56,79,237.5,37.5,0.986861526966095,0.983995258808136,0,0,800,800
5,4257,552,576,85,73,612.5,612.5,0.9867879152297974,0.9719257354736328,0,0,800,800
6,3011,740,303,57,68,762.5,312.5,0.9862600564956665,0.9776168465614319,0,0,800,800
7,1208,182,762,43,37,187.5,787.5,0.9845394492149353,0.9884678721427917,0,0,800,800
8,48618,0,0,229,281,12.5,112.5,0.9845216274261475,0.9784564971923828,0,0,800,800
9,1063,32,410,45,29,62.5,437.5,0.9820400476455688,0.9887955188751221,0,0,800,800
10,1935,0,541,34,95,12.5,587.5,0.9798460006713867,0.9846075177192688,0,0,800,800
11,9807,0,681,167,118,87.5,762.5,0.9791103601455688,0.9844081997871399,0,0,800,800
12,6667,125,335,125,101,237.5,337.5,0.9747161269187927,0.9767096638679504,0,0,800,800
13,2232,143,737,82,62,162.5,787.5,0.9693560600280762,0.9686395525932312,0,0,800,800
14,1154,748,402,51,37,762.5,437.5,0.9687127470970154,0.9769033193588257,0,0,800,800
15,10513,672,518,127,131,687.5,637.5,0.9673553705215454,0.9848928451538086,0,0,800,800
16,18407,322,553,183,199,337.5,687.5,0.9644145965576172,0.97310471534729,0,0,800,800
17,961,143,737,28,62,162.5,762.5,0.963542640209198,0.9743852615356445,0,0,800,800
18,3048,723,748,76,51,737.5,787.5,0.9632565379142761,0.9863236546516418,0,0,800,800
19,1640,648,728,54,59,687.5,762.5,0.963101327419281,0.9711365103721619,0,0,800,800
20,318,576,655,20,19,587.5,662.5,0.9629354476928711,0.9875776171684265,0,0,800,800
21,17105,488,287,187,172,612.5,362.5,0.9615724682807922,0.975758969783783,0,0,800,800
22,15907,567,239,189,139,662.5,262.5,0.9609783887863159,0.9620198607444763,0,0,800,800
23,484,326,739,25,23,337.5,737.5,0.9608047008514404,0.9795501232147217,0,0,800,800
24,1178,324,7,36,75,337.5,37.5,0.960791289806366,0.9740368723869324,0,0,800,800
25,2691,253,652,50,66,287.5,712.5,0.9593709111213684,0.9730222225189209,0,0,800,800
26,902,505,682,26,49,512.5,712.5,0.9580228328704834,0.9716466665267944,0,0,800,800
27,8195,624,698,175,101,737.5,762.5,0.9571646451950073,0.974692702293396,0,0,800,800
28,685,494,577,25,42,512.5,612.5,0.9566141366958618,0.9812138676643372,0,0,800,800
29,262,43,324,20,14,62.5,337.5,0.9564026594161987,0.9847908616065979,0,0,800,800
30,862,528,221,28,36,537.5,237.5,0.9556538462638855,0.9748283624649048,0,0,800,800
31,571,708,486,30,34,712.5,512.5,0.9553240537643433,0.9912891983985901,0,0,800,800
32,64488,503,0,296,289,612.5,212.5,0.9539967775344849,0.972924530506134,0,0,800,800
33,1586,741,703,58,45,762.5,737.5,0.9520418643951416,0.9714108109474182,0,0,800,800
34,410,244,146,32,16,262.5,162.5,0.9497199058532715,0.973621129989624,0,0,800,800
35,168,530,656,18,11,537.5,662.5,0.9495114088058472,0.9881656765937805,0,0,800,800
36,1773,482,727,76,47,512.5,762.5,0.9478824138641357,0.9698492288589478,0,0,800,800
37,561,224,195,42,16,237.5,212.5,0.9478744268417358,0.9875444769859314,0,0,800,800
38,1075,276,74,29,41,287.5,112.5,0.9474393129348755,0.9770641922950745,0,0,800,800
39,256,447,351,19,15,462.5,362.5,0.9472671151161194,0.9806201457977295,0,0,800,800
40,216,192,508,21,11,212.5,512.5,0.9466097950935364,0.9907833933830261,0,0,800,800
41,473,418,106,22,29,437.5,112.5,0.945669412612915,0.9812108278274536,0,0,800,800
42,310,410,184,24,16,412.5,187.5,0.9456295967102051,0.9808306694030762,0,0,800,800
43,1138,26,525,43,64,37.5,587.5,0.9456248879432678,0.9531915187835693,0,0,800,800
44,727,580,485,26,46,587.5,487.5,0.9449066519737244,0.9795918464660645,0,0,800,800
45,251,787,501,12,23,787.5,512.5,0.9444385170936584,0.9803149700164795,0,0,800,800
46,169,80,376,17,17,87.5,387.5,0.9443410038948059,0.9824561476707458,0,0,800,800
47,547,328,145,49,29,337.5,162.5,0.9442226886749268,0.9712746739387512,0,0,800,800
48,255,534,571,24,16,537.5,587.5,0.9434793591499329,0.9921568632125854,0,0,800,800
49,465,86,658,23,36,87.5,687.5,0.9426815509796143,0.9746299982070923,0,0,800,800
50,286,372,174,25,18,387.5,187.5,0.9426158666610718,0.982758641242981,0,0,800,800
51,2044,444,114,54,107,487.5,137.5,0.9421706199645996,0.9692898392677307,0,0,800,800
52,580,14,652,22,40,37.5,687.5,0.941478967666626,0.9778156876564026,0,0,800,800
53,33232,488,239,261,220,662.5,362.5,0.9413243532180786,0.9516991972923279,0,0,800,800
54,14841,552,519,247,130,587.5,612.5,0.9401774406433105,0.9726656079292297,0,0,800,800
55,455,157,528,19,35,162.5,562.5,0.9393352270126343,0.9825708270072937,0,0,800,800
56,629,327,360,23,39,337.5,362.5,0.9387830495834351,0.9795918464660645,0,0,800,800
57,111,605,660,10,13,612.5,662.5,0.9383772611618042,1.0,0,0,800,800
58,1329,0,168,31,83,12.5,212.5,0.9380487203598022,0.9646017551422119,0,0,800,800
59,164,6,432,13,18,12.5,437.5,0.9374650716781616,0.9879518151283264,0,0,800,800
60,510,774,493,25,31,787.5,512.5,0.9370578527450562,0.9541109204292297,0,0,800,800
61,449,397,83,34,20,412.5,87.5,0.9362524747848511,0.9911308288574219,0,0,800,800
62,375,302,308,23,38,312.5,337.5,0.9360491633415222,0.9867724776268005,0,0,800,800
63,491,26,373,21,37,37.5,387.5,0.9359815716743469,0.9719439148902893,0,0,800,800
64,237,511,627,20,14,512.5,637.5,0.9358954429626465,0.9672130942344666,0,0,800,800
65,4090,101,0,97,95,162.5,12.5,0.9358949661254883,0.9564597010612488,0,0,800,800
66,255,734,444,13,22,737.5,462.5,0.9357101917266846,0.9883268475532532,0,0,800,800
67,94,435,486,9,11,437.5,487.5,0.9353349208831787,0.9894737005233765,0,0,800,800
68,218,403,0,13,21,412.5,12.5,0.9348010420799255,0.990867555141449,0,0,800,800
69,108,234,628,10,11,237.5,637.5,0.9346368312835693,0.9816513657569885,0,0,800,800
70,402,104,776,22,23,112.5,787.5,0.9345974922180176,0.9589372277259827,0,0,800,800
71,493,621,633,27,31,637.5,637.5,0.934555172920227,0.9758551120758057,0,0,800,800
72,236,377,768,11,26,387.5,787.5,0.9345408082008362,0.9746835231781006,0,0,800,800
73,764,105,270,58,27,162.5,287.5,0.9325438737869263,0.9665809869766235,0,0,800,800
74,420,188,245,21,26,187.5,262.5,0.9322616457939148,0.9560185074806213,0,0,800,800
75,507,83,697,30,43,87.5,737.5,0.9321691393852234,0.9669902920722961,0,0,800,800
76,294,706,669,18,23,712.5,687.5,0.9307656288146973,0.9634551405906677,0,0,800,800
77,255,335,442,15,19,337.5,462.5,0.9304280281066895,0.9844357967376709,0,0,800,800
78,98,207,602,9,11,212.5,612.5,0.9295985698699951,0.9797979593276978,0,0,800,800
79,138,10,302,14,10,12.5,312.5,0.9290965795516968,0.9857142567634583,0,0,800,800
80,100,379,264,18,5,387.5,262.5,0.9290651679039001,0.9801980257034302,0,0,800,800
81,177,302,372,12,20,312.5,387.5,0.9282360076904297,0.9775280952453613,0,0,800,800
82,238,515,781,19,16,512.5,787.5,0.9278742671012878,0.9791666865348816,0,0,800,800
83,121,361,287,11,12,362.5,287.5,0.9275908470153809,0.9754098653793335,0,0,800,800
84,115,386,533,15,9,387.5,537.5,0.9271664619445801,0.9829059839248657,0,0,800,800
85,94,58,285,11,9,62.5,287.5,0.9266812801361084,0.9578947424888611,0,0,800,800
