id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,62919,0,0,363,324,137.5,87.5,0.9936145544052124,0.9817570447921753,0,0,800,800
1,2402,244,244,60,55,287.5,287.5,0.9913143515586853,0.9818332195281982,0,0,800,800
2,1305,67,772,61,27,87.5,787.5,0.9878410696983337,0.987062394618988,0,0,800,800
3,1343,763,14,36,48,787.5,37.5,0.9866582751274109,0.975859522819519,0,0,800,800
4,12314,673,516,126,176,762.5,662.5,0.986382246017456,0.989898145198822,0,0,800,800
5,4844,96,393,87,80,137.5,437.5,0.9855486750602722,0.9858606457710266,0,0,800,800
6,7091,285,248,134,107,312.5,312.5,0.9841991662979126,0.9745054244995117,0,0,800,800
7,3885,606,0,193,45,612.5,37.5,0.9822362065315247,0.9718130826950073,0,0,800,800
8,12326,673,19,126,673,737.5,687.5,0.9812133312225342,0.9813211560249329,0,0,800,800
9,3879,606,0,125,45,687.5,37.5,0.9782267808914185,0.9748411774635315,0,0,800,800
10,5553,0,1,85,71,62.5,62.5,0.9766387343406677,0.9721976518630981,0,0,800,800
11,6074,533,179,72,97,537.5,212.5,0.9762429594993591,0.977368950843811,0,0,800,800
12,10194,382,154,128,165,437.5,262.5,0.9755480289459229,0.9612866044044495,0,0,800,800
13,1955,0,772,128,27,87.5,787.5,0.9747164249420166,0.977800190448761,0,0,800,800
14,1829,631,142,75,45,662.5,162.5,0.9698527455329895,0.9799675345420837,0,0,800,800
15,5138,0,728,100,68,12.5,762.5,0.9695336818695068,0.9736943244934082,0,0,800,800
16,1744,0,559,21,98,12.5,587.5,0.9681305289268494,0.980681836605072,0,0,800,800
17,62922,0,0,364,651,112.5,237.5,0.9674590826034546,0.9547701478004456,0,0,800,800
18,841,105,51,37,30,112.5,62.5,0.9659621119499207,0.9649532437324524,0,0,800,800
19,24335,101,0,263,129,162.5,12.5,0.9654406905174255,0.9599420428276062,0,0,800,800
20,499,124,0,47,14,137.5,12.5,0.9640654921531677,0.9821428656578064,0,0,800,800
21,1642,588,753,48,46,612.5,787.5,0.9630592465400696,0.9777108430862427,0,0,800,800
