id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,3481,222,438,77,70,262.5,487.5,0.995690643787384,0.9803698658943176,0,0,800,800
1,6707,153,32,114,91,212.5,87.5,0.9953203201293945,0.9812518358230591,0,0,800,800
2,2061,532,557,48,52,537.5,562.5,0.9944332242012024,0.986975371837616,0,0,800,800
3,20383,222,438,247,128,437.5,487.5,0.9943333864212036,0.977291464805603,0,0,800,800
4,15070,316,441,152,125,362.5,487.5,0.9934626817703247,0.9838964343070984,0,0,800,800
5,5110,124,715,125,72,162.5,737.5,0.9933679103851318,0.9842749238014221,0,0,800,800
6,28760,497,0,302,220,762.5,112.5,0.9919633865356445,0.9719821810722351,0,0,800,800
7,5273,222,438,77,109,262.5,462.5,0.9914987087249756,0.9860535264015198,0,0,800,800
8,11373,0,45,120,143,12.5,162.5,0.9902433156967163,0.9846583008766174,0,0,800,800
9,2310,185,607,70,51,237.5,637.5,0.9871520400047302,0.9888027310371399,0,0,800,800
10,1433,39,7,51,33,87.5,12.5,0.9835145473480225,0.9841269850730896,0,0,800,800
11,20614,189,438,280,219,437.5,462.5,0.9833325147628784,0.9755187630653381,0,0,800,800
12,2353,710,366,55,50,712.5,387.5,0.9829071760177612,0.9819327592849731,0,0,800,800
13,3625,702,366,64,81,737.5,412.5,0.9828369617462158,0.9607896208763123,0,0,800,800
14,1813,497,769,89,30,562.5,787.5,0.9821996092796326,0.9862788319587708,0,0,800,800
15,805,734,632,34,28,737.5,637.5,0.9791842699050903,0.9901356101036072,0,0,800,800
16,3458,412,193,80,65,462.5,237.5,0.9763639569282532,0.9718109369277954,0,0,800,800
17,6897,633,123,103,135,662.5,212.5,0.9744607210159302,0.9768041372299194,0,0,800,800
18,2477,0,567,34,94,12.5,637.5,0.9717742204666138,0.9835934638977051,0,0,800,800
19,9258,471,246,149,123,512.5,312.5,0.9705013036727905,0.9715624451637268,0,0,800,800
20,5079,405,728,115,71,437.5,762.5,0.9700074195861816,0.9693322777748108,0,0,800,800
