id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,1594,444,223,45,47,462.5,237.5,0.9990153908729553,0.9900000095367432,0,0,800,800
1,2980,0,128,61,63,37.5,162.5,0.9976212382316589,0.9869999885559082,0,0,800,800
2,5894,188,759,230,40,337.5,787.5,0.9975436925888062,0.9880249500274658,0,0,800,800
3,13219,0,303,160,145,112.5,337.5,0.9969836473464966,0.9799220561981201,0,0,800,800
4,30331,168,0,287,167,312.5,37.5,0.9921858310699463,0.9802788496017456,0,0,800,800
5,15302,245,316,149,163,312.5,387.5,0.9886482954025269,0.9744334816932678,0,0,800,800
6,4075,189,772,172,27,337.5,787.5,0.9854550957679749,0.9793338179588318,0,0,800,800
7,2109,707,4,54,57,737.5,37.5,0.9848129153251648,0.9830667972564697,0,0,800,800
8,5182,0,35,64,156,12.5,137.5,0.9839591979980469,0.9744859337806702,0,0,800,800
9,1031,548,108,31,39,562.5,112.5,0.9823089838027954,0.9884726405143738,0,0,800,800
10,1226,274,491,46,33,312.5,512.5,0.9817550778388977,0.9862348437309265,0,0,800,800
11,2161,0,35,64,56,12.5,62.5,0.9754499197006226,0.9757880568504333,0,0,800,800
12,923,105,600,37,41,137.5,612.5,0.9742965698242188,0.9860215187072754,0,0,800,800
13,3676,379,187,110,83,462.5,237.5,0.9723007678985596,0.9604489803314209,0,0,800,800
14,1779,354,759,64,40,387.5,762.5,0.9719751477241516,0.9794215559959412,0,0,800,800
15,729,781,129,18,59,787.5,187.5,0.969418466091156,0.9810040593147278,0,0,800,800
16,546,324,648,30,24,337.5,662.5,0.9664151072502136,0.9746835231781006,0,0,800,800
17,1520,478,377,43,49,487.5,387.5,0.9658399820327759,0.9745928049087524,0,0,800,800
18,583,780,51,19,35,787.5,62.5,0.9656974673271179,0.9846677780151367,0,0,800,800
19,626,547,749,25,38,562.5,762.5,0.9642040133476257,0.9857369065284729,0,0,800,800
20,2209,103,714,68,48,137.5,737.5,0.9612902998924255,0.9767129421234131,0,0,800,800
21,572,211,284,27,28,212.5,287.5,0.9610249996185303,0.9809688329696655,0,0,800,800
22,1996,379,187,72,41,412.5,212.5,0.9599843621253967,0.9684728980064392,0,0,800,800
23,4442,101,698,79,74,137.5,762.5,0.9582020044326782,0.9632661938667297,0,0,800,800
24,496,561,374,11,43,562.5,387.5,0.9578336477279663,0.9739478826522827,0,0,800,800
25,1322,780,50,19,138,787.5,187.5,0.9577236175537109,0.970215916633606,0,0,800,800
26,335,746,7,28,15,762.5,12.5,0.957629382610321,0.970588207244873,0,0,800,800
27,3653,148,192,87,59,162.5,237.5,0.9530209302902222,0.9634014964103699,0,0,800,800
28,537,210,92,31,39,212.5,87.5,0.9518892168998718,0.9815497994422913,0,0,800,800
29,2497,575,254,60,77,587.5,262.5,0.9516228437423706,0.9532967209815979,0,0,800,800
30,1507,730,671,69,57,762.5,687.5,0.9510884284973145,0.9692206978797913,0,0,800,800
31,518,780,0,19,31,787.5,12.5,0.9509491920471191,0.982824444770813,0,0,800,800
32,906,252,274,27,66,262.5,312.5,0.9499437808990479,0.9748908281326294,0,0,800,800
33,627,209,91,44,40,212.5,87.5,0.9495652914047241,0.957812488079071,0,0,800,800
34,1476,582,294,52,36,587.5,312.5,0.9487733244895935,0.9614874124526978,0,0,800,800
35,622,141,636,50,39,187.5,662.5,0.9484402537345886,0.9841269850730896,0,0,800,800
36,1453,521,700,38,52,537.5,712.5,0.9474166631698608,0.9815321564674377,0,0,800,800
37,536,767,74,32,32,787.5,87.5,0.9464672207832336,0.972273588180542,0,0,800,800
38,103,480,753,7,13,487.5,762.5,0.9452375173568726,0.9711538553237915,0,0,800,800
39,2163,518,686,42,68,537.5,687.5,0.9450720548629761,0.9690204858779907,0,0,800,800
40,422,369,634,18,31,387.5,637.5,0.9450335502624512,0.9882628917694092,0,0,800,800
41,1385,346,544,50,45,362.5,587.5,0.9427809715270996,0.9750356674194336,0,0,800,800
42,443,499,457,20,35,512.5,487.5,0.9419302344322205,0.9843400716781616,0,0,800,800
43,460,140,4,30,33,162.5,37.5,0.9410458207130432,0.9762930870056152,0,0,800,800
44,330,426,630,15,33,437.5,662.5,0.9407554864883423,0.949999988079071,0,0,800,800
45,338,687,776,28,21,712.5,787.5,0.9406134486198425,0.9824047088623047,0,0,800,800
46,544,592,777,36,22,612.5,787.5,0.939491868019104,0.9763636589050293,0,0,800,800
47,167,427,630,10,18,437.5,637.5,0.9392445087432861,0.9709302186965942,0,0,800,800
48,98,485,707,9,12,487.5,712.5,0.9390193223953247,0.9599999785423279,0,0,800,800
49,91,489,628,9,10,487.5,637.5,0.9388062357902527,1.0,0,0,800,800
50,516,146,127,41,23,162.5,137.5,0.9386512041091919,0.9750480055809021,0,0,800,800
51,65,464,783,8,8,462.5,787.5,0.938560426235199,1.0,0,0,800,800
52,133,437,408,13,11,437.5,412.5,0.9376860857009888,0.9925373196601868,0,0,800,800
