id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,12752,625,13,126,141,737.5,37.5,1.0020451545715332,0.9916477799415588,0,0,800,800
1,13081,378,0,189,126,462.5,12.5,0.9944900870323181,0.9855732917785645,0,0,800,800
2,13005,697,497,102,174,712.5,637.5,0.9914697408676147,0.9827060699462891,0,0,800,800
3,3799,87,0,72,74,112.5,12.5,0.9904673099517822,0.9825156331062317,0,0,800,800
4,5714,163,380,83,90,162.5,412.5,0.9885439276695251,0.9840139150619507,0,0,800,800
5,2548,28,386,62,69,62.5,437.5,0.9841516017913818,0.9848130941390991,0,0,800,800
6,8406,326,595,117,115,412.5,612.5,0.9802625179290771,0.9779974222183228,0,0,800,800
7,5994,0,534,70,112,62.5,587.5,0.9797072410583496,0.9832753539085388,0,0,800,800
8,9320,379,696,160,103,462.5,737.5,0.9783291816711426,0.9858329892158508,0,0,800,800
9,48411,97,486,227,313,137.5,687.5,0.9775518178939819,0.9655453562736511,0,0,800,800
10,7035,0,703,135,96,37.5,762.5,0.9745604991912842,0.978606641292572,0,0,800,800
11,6928,116,380,130,103,212.5,387.5,0.9734423160552979,0.9792827367782593,0,0,800,800
12,3639,180,500,66,69,187.5,512.5,0.97310870885849,0.9744911789894104,0,0,800,800
13,738,0,389,30,37,12.5,412.5,0.9725366234779358,0.9865410327911377,0,0,800,800
14,5576,203,0,116,63,237.5,37.5,0.9700053334236145,0.9752431511878967,0,0,800,800
15,58787,0,0,318,297,87.5,62.5,0.96778404712677,0.9737422466278076,0,0,800,800
16,739,609,248,25,39,612.5,262.5,0.9677514433860779,0.9825970530509949,0,0,800,800
17,973,297,399,46,39,337.5,412.5,0.9670230150222778,0.9806714057922363,0,0,800,800
18,383,0,0,19,27,12.5,12.5,0.9653163552284241,0.9845361113548279,0,0,800,800
19,2780,497,435,60,65,512.5,437.5,0.9632684588432312,0.9660537242889404,0,0,800,800
20,933,100,258,49,29,137.5,262.5,0.9622326493263245,0.9798301458358765,0,0,800,800
21,1051,342,337,32,40,362.5,362.5,0.9610335230827332,0.9728464484214783,0,0,800,800
22,7118,722,544,77,124,762.5,587.5,0.9598181843757629,0.9647107720375061,0,0,800,800
23,869,2,506,53,35,37.5,512.5,0.9597024321556091,0.9817559719085693,0,0,800,800
24,7960,483,90,124,120,512.5,162.5,0.9582021236419678,0.9629356265068054,0,0,800,800
25,286,517,659,27,18,537.5,662.5,0.9576340913772583,0.9861111044883728,0,0,800,800
26,5304,574,0,101,83,662.5,12.5,0.9561305642127991,0.9668395519256592,0,0,800,800
27,392,418,576,24,26,437.5,587.5,0.9522505402565002,0.9872773289680481,0,0,800,800
28,99,401,130,11,8,412.5,137.5,0.9508834481239319,0.9797979593276978,0,0,800,800
29,333,245,502,32,15,262.5,512.5,0.9494627118110657,0.9821428656578064,0,0,800,800
30,1203,341,320,34,57,362.5,362.5,0.9488317966461182,0.9728618264198303,0,0,800,800
31,902,280,173,56,39,312.5,187.5,0.947830080986023,0.9768977165222168,0,0,800,800
32,162,85,425,12,16,87.5,437.5,0.9464712142944336,0.9815950989723206,0,0,800,800
33,190,185,271,12,17,187.5,287.5,0.9460603594779968,0.9947643876075745,0,0,800,800
34,235,236,347,14,19,237.5,362.5,0.9458043575286865,0.9583333134651184,0,0,800,800
35,567,36,461,21,37,37.5,462.5,0.9450275897979736,0.9912434220314026,0,0,800,800
36,7582,573,729,226,70,787.5,762.5,0.9446768760681152,0.9702326655387878,0,0,800,800
37,240,324,146,20,20,337.5,162.5,0.9445676803588867,0.9753086566925049,0,0,800,800
38,7660,573,538,226,261,762.5,762.5,0.9440793991088867,0.9537190198898315,0,0,800,800
39,224,447,347,17,15,462.5,362.5,0.9424527883529663,0.9866666793823242,0,0,800,800
40,121,404,227,12,10,412.5,237.5,0.9421364068984985,0.9754098653793335,0,0,800,800
41,1049,115,437,44,47,137.5,462.5,0.9406216740608215,0.9680750966072083,0,0,800,800
42,1231,554,624,60,70,612.5,687.5,0.9401023387908936,0.9624300599098206,0,0,800,800
43,477,686,409,22,35,687.5,437.5,0.9395378828048706,0.9731958508491516,0,0,800,800
44,1257,612,513,43,61,637.5,562.5,0.939458966255188,0.9632812738418579,0,0,800,800
45,20972,378,0,229,206,487.5,162.5,0.938225269317627,0.9733734726905823,0,0,800,800
46,143,436,161,15,10,437.5,162.5,0.937210202217102,0.9591836929321289,0,0,800,800
47,125,483,624,11,13,487.5,637.5,0.9365032315254211,0.9841269850730896,0,0,800,800
48,267,344,174,27,14,362.5,187.5,0.9361063241958618,0.9777777791023254,0,0,800,800
49,828,362,176,52,50,387.5,212.5,0.9360244274139404,0.9772998690605164,0,0,800,800
50,1132,672,287,33,49,687.5,312.5,0.9346920847892761,0.9618717432022095,0,0,800,800
51,298,146,293,16,24,162.5,312.5,0.9345196485519409,0.9767441749572754,0,0,800,800
52,242,681,604,17,21,687.5,612.5,0.9342266321182251,0.9716598987579346,0,0,800,800
53,47952,583,0,216,301,712.5,37.5,0.9339834451675415,0.962178647518158,0,0,800,800
54,472,114,334,27,28,137.5,337.5,0.9339646100997925,0.9769392013549805,0,0,800,800
55,555,483,750,41,27,487.5,762.5,0.9336886405944824,0.9698046445846558,0,0,800,800
56,17432,327,597,212,202,412.5,737.5,0.932675838470459,0.9547112584114075,0,0,800,800
57,1186,381,576,61,28,412.5,587.5,0.9320005178451538,0.9532403349876404,0,0,800,800
58,424,337,596,17,34,337.5,612.5,0.9315712451934814,0.9722222089767456,0,0,800,800
59,5685,0,740,134,59,87.5,762.5,0.9304055571556091,0.971062183380127,0,0,800,800
60,589,629,406,33,29,637.5,412.5,0.9302694797515869,0.9763513803482056,0,0,800,800
61,1227,338,765,43,34,362.5,787.5,0.9297915101051331,0.9646017551422119,0,0,800,800
62,322,325,695,19,34,337.5,712.5,0.9297356605529785,0.957446813583374,0,0,800,800
63,512,328,509,28,33,337.5,512.5,0.9290615320205688,0.9750000238418579,0,0,800,800
64,140,470,386,17,8,487.5,387.5,0.9288702011108398,1.0,0,0,800,800
65,9775,606,275,98,131,662.5,312.5,0.9279104471206665,0.9578694105148315,0,0,800,800
66,623,263,416,32,44,287.5,437.5,0.9279081225395203,0.9671361446380615,0,0,800,800
67,406,338,765,18,28,337.5,787.5,0.9276350140571594,0.9685230255126953,0,0,800,800
68,297,647,483,22,16,662.5,487.5,0.9269128441810608,0.9605262875556946,0,0,800,800
69,64,214,358,7,8,212.5,362.5,0.9263981580734253,0.984375,0,0,800,800
70,876,143,761,39,27,162.5,787.5,0.9254698157310486,0.9585201740264893,0,0,800,800
71,187,230,252,11,22,237.5,262.5,0.9249609708786011,0.9946808218955994,0,0,800,800
72,89,550,656,13,7,562.5,662.5,0.9241134524345398,0.9887640476226807,0,0,800,800
73,92,165,359,7,12,162.5,362.5,0.923608124256134,0.9684210419654846,0,0,800,800
74,193,658,387,15,13,662.5,387.5,0.9233688712120056,0.9742268323898315,0,0,800,800
75,645,366,81,44,24,387.5,87.5,0.9217021465301514,0.9635812044143677,0,0,800,800
76,166,428,511,14,15,437.5,512.5,0.9208666086196899,0.9820359349250793,0,0,800,800
77,4385,528,628,128,132,587.5,712.5,0.9207485318183899,0.9552139043807983,0,0,800,800
78,401,738,729,29,19,762.5,737.5,0.920343816280365,0.970802903175354,0,0,800,800
79,740,612,523,29,52,612.5,537.5,0.9193311333656311,0.9744966626167297,0,0,800,800
80,295,30,283,31,17,62.5,287.5,0.9182083010673523,0.9597315192222595,0,0,800,800
81,291,152,524,16,22,162.5,537.5,0.9157052636146545,0.9629629850387573,0,0,800,800
82,136,62,325,12,12,62.5,337.5,0.9150946736335754,0.9568345546722412,0,0,800,800
83,971,327,492,42,50,362.5,537.5,0.9118192195892334,0.9569569826126099,0,0,800,800
84,525,383,176,30,34,387.5,187.5,0.9115105271339417,0.9646182656288147,0,0,800,800
85,234,401,424,16,19,412.5,437.5,0.9091862440109253,0.954356849193573,0,0,800,800
86,139,674,409,13,13,687.5,412.5,0.908317506313324,0.9857142567634583,0,0,800,800
87,1247,22,702,36,53,37.5,737.5,0.9071285128593445,0.9568288922309875,0,0,800,800
