id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,34380,614,6,185,651,762.5,87.5,1.0081382989883423,0.9683737754821777,0,0,800,800
1,34385,614,7,185,374,787.5,212.5,1.0025674104690552,0.9734025597572327,0,0,800,800
2,18274,135,361,180,183,237.5,437.5,0.9929072260856628,0.9877194166183472,0,0,800,800
3,5519,500,0,103,73,512.5,37.5,0.98997962474823,0.9873828291893005,0,0,800,800
4,2119,261,757,69,42,312.5,787.5,0.9871898293495178,0.9873417615890503,0,0,800,800
5,4424,723,560,76,100,762.5,612.5,0.9871228933334351,0.9809630513191223,0,0,800,800
6,7076,449,0,154,77,512.5,37.5,0.9852111339569092,0.9780358076095581,0,0,800,800
7,862,279,0,49,21,287.5,12.5,0.983837902545929,0.9896073937416077,0,0,800,800
8,1718,297,97,58,37,312.5,112.5,0.9813733696937561,0.9855658411979675,0,0,800,800
9,1511,448,22,60,56,487.5,62.5,0.9812262654304504,0.9732201099395752,0,0,800,800
10,1694,517,772,85,27,587.5,787.5,0.9771267175674438,0.9789227247238159,0,0,800,800
11,533,781,311,18,36,787.5,337.5,0.97642582654953,0.9851301312446594,0,0,800,800
12,787,137,269,32,31,137.5,287.5,0.9750242829322815,0.986146092414856,0,0,800,800
13,18090,57,585,193,214,212.5,762.5,0.970249593257904,0.9781229496002197,0,0,800,800
14,490,22,545,30,20,37.5,562.5,0.9670149683952332,0.9918864369392395,0,0,800,800
15,268,780,0,19,16,787.5,12.5,0.9667816162109375,0.9816176295280457,0,0,800,800
16,347,601,605,21,20,612.5,612.5,0.9642313718795776,0.9857142567634583,0,0,800,800
17,728,744,409,46,22,762.5,412.5,0.9641924500465393,0.9823848009109497,0,0,800,800
18,630,728,727,28,25,737.5,737.5,0.9636685252189636,0.975039005279541,0,0,800,800
19,398,456,688,25,19,462.5,687.5,0.9633078575134277,0.9609755873680115,0,0,800,800
20,51041,0,0,296,310,137.5,87.5,0.9624423980712891,0.9723259210586548,0,0,800,800
21,664,369,487,28,30,387.5,512.5,0.9597046971321106,0.9821162223815918,0,0,800,800
22,615,406,748,22,34,412.5,762.5,0.9583424925804138,0.9839486479759216,0,0,800,800
23,1005,6,570,41,46,12.5,612.5,0.957104504108429,0.9783464670181274,0,0,800,800
24,554,604,674,24,32,612.5,687.5,0.9537427425384521,0.9856887459754944,0,0,800,800
25,356,468,622,19,30,487.5,637.5,0.9536365866661072,0.9779005646705627,0,0,800,800
26,159,780,471,9,17,787.5,487.5,0.9518037438392639,0.9875776171684265,0,0,800,800
27,248,624,468,14,23,637.5,487.5,0.9515728950500488,0.9839357137680054,0,0,800,800
28,16852,382,451,168,162,512.5,487.5,0.951410710811615,0.9588211178779602,0,0,800,800
29,1102,750,521,49,44,762.5,537.5,0.9503747224807739,0.9677419066429138,0,0,800,800
30,631,392,661,30,26,412.5,687.5,0.9491763710975647,0.9781591296195984,0,0,800,800
31,327,309,453,13,27,312.5,462.5,0.9486890435218811,0.9698795080184937,0,0,800,800
